,Area,District,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
3379,Balochistan,Gwadar,Rice,2001,0,1761,118930.56,20.71
3380,Balochistan,Gwadar,Rice,2002,0,1761,118930.56,18.2
3381,Balochistan,Gwadar,Rice,2003,0,1761,118930.56,18.2
3382,Balochistan,Gwadar,Rice,2004,0,1761,118930.56,28.76
3383,Balochistan,Gwadar,Rice,2005,0,1761,118930.56,20.71
3384,Balochistan,Gwadar,Rice,2006,0,1761,118930.56,27.54
3385,Balochistan,Gwadar,Rice,2007,0,1761,118930.56,18.49
3386,Balochistan,Gwadar,Rice,2008,0,1761,118930.56,26.63
3387,Balochistan,Killa Abdullah,Rice,1981,0,1761,118930.56,24.78
3388,Balochistan,Killa Abdullah,Rice,1982,0,1761,118930.56,26.08
3389,Balochistan,Killa Abdullah,Rice,1983,0,1761,118930.56,22.35
3390,Balochistan,Killa Abdullah,Rice,1984,0,1761,118930.56,20.71
3391,Balochistan,Killa Abdullah,Rice,1985,0,1761,118930.56,18.2
3392,Balochistan,Killa Abdullah,Rice,1986,0,1761,118930.56,18.2
3393,Balochistan,Killa Abdullah,Rice,1987,0,1761,118930.56,28.76
3394,Balochistan,Killa Abdullah,Rice,1988,0,1761,118930.56,20.71
3395,Balochistan,Killa Abdullah,Rice,1989,0,1761,118930.56,27.54
3396,Balochistan,Killa Abdullah,Rice,1990,0,1761,118930.56,18.49
3397,Balochistan,Killa Abdullah,Rice,1991,0,1761,118930.56,26.63
3398,Balochistan,Killa Abdullah,Rice,1992,0,1761,118930.56,24.78
3399,Balochistan,Killa Abdullah,Rice,1993,0,1761,118930.56,26.08
3400,Balochistan,Killa Abdullah,Rice,1994,0,1761,118930.56,22.35
3401,Balochistan,Killa Abdullah,Rice,1995,0,1761,118930.56,20.71
3402,Balochistan,Killa Abdullah,Rice,1996,0,1761,118930.56,18.2
3403,Balochistan,Killa Abdullah,Rice,1997,0,1761,118930.56,18.2
3404,Balochistan,Killa Abdullah,Rice,1998,0,1761,118930.56,28.76
3405,Balochistan,Killa Abdullah,Rice,1999,0,1761,118930.56,20.71
3406,Balochistan,Killa Abdullah,Rice,2000,0,1761,118930.56,27.54
3407,Balochistan,Killa Abdullah,Rice,2001,0,1761,118930.56,18.49
3408,Balochistan,Killa Abdullah,Rice,2002,0,1761,118930.56,26.63
3409,Balochistan,Killa Abdullah,Rice,2003,0,1761,118930.56,24.78
3410,Balochistan,Killa Abdullah,Rice,2004,0,1761,118930.56,26.08
3411,Balochistan,Killa Abdullah,Rice,2005,0,1761,118930.56,22.35
3412,Balochistan,Killa Abdullah,Rice,2006,0,1761,118930.56,20.71
3413,Balochistan,Killa Abdullah,Rice,2007,0,1761,118930.56,18.2
3414,Balochistan,Killa Abdullah,Rice,2008,0,1761,118930.56,18.2
3415,Balochistan,Kharan,Rice,1981,0,1761,118930.56,28.76
3416,Balochistan,Kharan,Rice,1982,0,1761,118930.56,20.71
3417,Balochistan,Kharan,Rice,1983,0,1761,118930.56,27.54
3418,Balochistan,Kharan,Rice,1984,0,1761,118930.56,18.49
3419,Balochistan,Kharan,Rice,1985,0,1761,118930.56,26.63
3420,Balochistan,Kharan,Rice,1986,0,1761,118930.56,24.78
3421,Balochistan,Kharan,Rice,1987,0,1761,118930.56,26.08
3422,Balochistan,Kharan,Rice,1988,0,1761,118930.56,22.35
3423,Balochistan,Kharan,Rice,1989,0,1761,118930.56,20.71
3424,Balochistan,Kharan,Rice,1990,0,1761,118930.56,18.2
3425,Balochistan,Kharan,Rice,1991,0,1761,118930.56,18.2
3426,Balochistan,Kharan,Rice,1992,0,1761,118930.56,28.76
3427,Balochistan,Kharan,Rice,1993,0,1761,118930.56,20.71
3428,Balochistan,Kharan,Rice,1994,0,1761,118930.56,27.54
3429,Balochistan,Kharan,Rice,1995,0,1761,118930.56,18.49
3430,Balochistan,Kharan,Rice,1996,0,1761,118930.56,26.63
3431,Balochistan,Kharan,Rice,1997,0,1761,118930.56,24.78
3432,Balochistan,Kharan,Rice,1998,0,1761,118930.56,26.08
3433,Balochistan,Kharan,Rice,1999,0,1761,127585,21.59
3434,Balochistan,Kharan,Rice,2000,0,1761,127585,20.04
3435,Balochistan,Kharan,Rice,2001,0,1761,127585,17.66
3436,Balochistan,Kharan,Rice,2002,0,1761,127585,17.66
3437,Balochistan,Kharan,Rice,2003,0,1761,127585,27.64
3438,Balochistan,Kharan,Rice,2004,0,1761,127585,20.04
3439,Balochistan,Kharan,Rice,2005,0,1761,127585,26.66
3440,Balochistan,Kharan,Rice,2006,0,1761,127585,18.39
3441,Balochistan,Kharan,Rice,2007,0,1761,127585,25.88
3442,Balochistan,Kharan,Rice,2008,0,1761,127585,24.01
3443,Balochistan,Khuzdar,Rice,1981,1200,1761,127585,25.32
3444,Balochistan,Khuzdar,Rice,1982,1250,1761,127585,21.59
3445,Balochistan,Khuzdar,Rice,1983,1181.818182,1761,127585,20.04
3446,Balochistan,Khuzdar,Rice,1984,1384.615385,1761,127585,17.66
3447,Balochistan,Khuzdar,Rice,1985,1461.538462,1761,127585,17.66
3448,Balochistan,Khuzdar,Rice,1986,1461.538462,1761,127585,27.64
3449,Balochistan,Khuzdar,Rice,1987,1250,1761,127585,20.04
3450,Balochistan,Khuzdar,Rice,1988,1666.666667,1761,127585,26.66
3451,Balochistan,Khuzdar,Rice,1989,1571.428571,1761,127585,18.39
3452,Balochistan,Khuzdar,Rice,1990,1571.428571,1761,127585,25.88
3453,Balochistan,Khuzdar,Rice,1991,1583.333333,1761,127585,24.01
3454,Balochistan,Khuzdar,Rice,1992,1750,1761,127585,25.32
3455,Balochistan,Khuzdar,Rice,1993,1851.851852,1761,127585,21.59
3456,Balochistan,Khuzdar,Rice,1994,1592.592593,1761,127585,20.04
3457,Balochistan,Khuzdar,Rice,1995,1777.777778,1761,127585,17.66
3458,Balochistan,Khuzdar,Rice,1996,1714.285714,1761,127585,17.66
3459,Balochistan,Khuzdar,Rice,1997,1825.396825,1761,127585,27.64
3460,Balochistan,Khuzdar,Rice,1998,1843.75,1761,127585,20.04
3461,Balochistan,Khuzdar,Rice,1999,1859.375,1761,127585,26.66
3462,Balochistan,Khuzdar,Rice,2000,1736.842105,1761,127585,18.39
3463,Balochistan,Khuzdar,Rice,2001,1656.25,1761,127585,25.88
3464,Balochistan,Khuzdar,Rice,2002,1613.333333,1761,127585,24.01
3465,Balochistan,Khuzdar,Rice,2003,1635.135135,1761,127585,25.32
3466,Balochistan,Khuzdar,Rice,2004,1642.857143,1761,127585,21.59
3467,Balochistan,Khuzdar,Rice,2005,1666.666667,1761,127585,20.04
3468,Balochistan,Khuzdar,Rice,2006,1637.931034,1761,127585,17.66
3469,Balochistan,Khuzdar,Rice,2007,1631.578947,1761,127585,17.66
3470,Balochistan,Khuzdar,Rice,2008,2000,1761,127585,27.64
3471,Balochistan,Lasbela,Rice,1984,1000,1761,127585,20.04
3472,Balochistan,Lasbela,Rice,1985,1000,1761,127585,26.66
3473,Balochistan,Lasbela,Rice,1986,0,1761,127585,18.39
3474,Balochistan,Lasbela,Rice,1987,1000,1761,127585,25.88
3475,Balochistan,Lasbela,Rice,1988,1000,1761,127585,24.01
3476,Balochistan,Lasbela,Rice,1989,0,1761,127585,25.32
3477,Balochistan,Lasbela,Rice,1990,0,1761,127585,21.59
3478,Balochistan,Lasbela,Rice,1991,0,1761,127585,20.04
3479,Balochistan,Lasbela,Rice,1992,0,1761,127585,17.66
3480,Balochistan,Lasbela,Rice,1993,0,1761,127585,17.66
3481,Balochistan,Lasbela,Rice,1994,1000,1761,127585,27.64
3482,Balochistan,Lasbela,Rice,1995,1000,1761,127585,20.04
3483,Balochistan,Lasbela,Rice,1996,1000,1761,127585,26.66
3484,Balochistan,Lasbela,Rice,1997,0,1761,127585,18.39
3485,Balochistan,Lasbela,Rice,1998,0,1761,127585,25.88
3486,Balochistan,Lasbela,Rice,1999,0,1761,127585,24.01
3487,Balochistan,Lasbela,Rice,2000,0,1761,127585,25.32
3488,Balochistan,Lasbela,Rice,2001,0,1761,127585,21.59
3489,Balochistan,Lasbela,Rice,2002,2000,1761,127585,20.04
3490,Balochistan,Lasbela,Rice,2003,2000,1761,127585,17.66
3491,Balochistan,Lasbela,Rice,2004,2000,1761,127585,17.66
3492,Balochistan,Lasbela,Rice,2005,2000,1761,127585,27.64
3493,Balochistan,Lasbela,Rice,2006,2000,1761,127585,20.04
3494,Balochistan,Lasbela,Rice,2007,0,1761,127585,26.66
3495,Balochistan,Lasbela,Rice,2008,0,1761,127585,18.39
3496,Balochistan,Mastung,Rice,1981,0,1761,127585,25.88
3497,Balochistan,Mastung,Rice,1982,0,1761,127585,24.01
3498,Balochistan,Mastung,Rice,1983,0,1761,127585,25.32
3499,Balochistan,Mastung,Rice,1984,0,1761,127585,21.59
3500,Balochistan,Mastung,Rice,1985,0,1761,127585,20.04
3501,Balochistan,Mastung,Rice,1986,0,1761,127585,17.66
3502,Balochistan,Mastung,Rice,1987,0,1761,127585,17.66
3503,Balochistan,Mastung,Rice,1988,0,1761,127585,27.64
3504,Balochistan,Mastung,Rice,1989,0,1761,127585,20.04
3505,Balochistan,Mastung,Rice,1990,0,1761,127585,26.66
3506,Balochistan,Mastung,Rice,1991,0,1761,127585,18.39
3507,Balochistan,Mastung,Rice,1992,0,1761,127585,25.88
3508,Balochistan,Mastung,Rice,1993,0,1761,127585,24.01
3509,Balochistan,Mastung,Rice,1994,0,1761,127585,25.32
3510,Balochistan,Mastung,Rice,1995,0,1761,127585,21.59
3511,Balochistan,Mastung,Rice,1996,0,1761,127585,20.04
3512,Balochistan,Mastung,Rice,1997,0,1761,127585,17.66
3513,Balochistan,Mastung,Rice,1998,0,1761,127585,17.66
3514,Balochistan,Mastung,Rice,1999,0,1761,127585,27.64
3515,Balochistan,Mastung,Rice,2000,0,1761,127585,20.04
3516,Balochistan,Mastung,Rice,2001,0,1761,127585,26.66
3517,Balochistan,Mastung,Rice,2002,0,1761,127585,18.39
3518,Balochistan,Mastung,Rice,2003,0,1761,127585,25.88
3519,Balochistan,Mastung,Rice,2004,0,1761,127585,24.01
3520,Balochistan,Mastung,Rice,2005,0,1761,127585,25.32
3521,Balochistan,Mastung,Rice,2006,0,1761,127585,21.59
3522,Balochistan,Mastung,Rice,2007,0,1761,127585,20.04
3523,Balochistan,Mastung,Rice,2008,0,1761,127585,17.66
3524,Balochistan,Panjgur,Rice,1982,2000,1761,127585,17.66
3525,Balochistan,Panjgur,Rice,1983,1500,1761,127585,27.64
3526,Balochistan,Panjgur,Rice,1984,1000,1761,127585,20.04
3527,Balochistan,Panjgur,Rice,1985,1000,1761,127585,26.66
3528,Balochistan,Panjgur,Rice,1986,1000,1761,127585,18.39
3529,Balochistan,Panjgur,Rice,1987,2000,1761,127585,25.88
3530,Balochistan,Panjgur,Rice,1988,1000,1761,127585,24.01
3531,Balochistan,Panjgur,Rice,1989,1000,1761,127585,25.32
3532,Balochistan,Panjgur,Rice,1990,1000,1761,140423,21.69
3533,Balochistan,Panjgur,Rice,1991,0,1761,140423,20.32
3534,Balochistan,Panjgur,Rice,1992,0,1761,140423,18.01
3535,Balochistan,Panjgur,Rice,1993,1000,1761,140423,18.01
3536,Balochistan,Panjgur,Rice,1994,1000,1761,140423,27.5
3537,Balochistan,Panjgur,Rice,1995,1000,1761,140423,20.32
3538,Balochistan,Panjgur,Rice,1996,1000,1761,140423,26.82
3539,Balochistan,Panjgur,Rice,1997,1000,1761,140423,18.65
3540,Balochistan,Panjgur,Rice,1998,0,1761,140423,25.71
3541,Balochistan,Panjgur,Rice,1999,0,1761,140423,24.36
3542,Balochistan,Panjgur,Rice,2000,1000,1761,140423,25.35
3543,Balochistan,Panjgur,Rice,2001,1000,1761,140423,21.69
3544,Balochistan,Panjgur,Rice,2002,0,1761,140423,20.32
3545,Balochistan,Panjgur,Rice,2003,0,1761,140423,18.01
3546,Balochistan,Panjgur,Rice,2004,0,1761,140423,18.01
3547,Balochistan,Panjgur,Rice,2005,0,1761,140423,27.5
3548,Balochistan,Panjgur,Rice,2006,0,1761,140423,20.32
3549,Balochistan,Panjgur,Rice,2007,0,1761,140423,26.82
3550,Balochistan,Panjgur,Rice,2008,0,1761,140423,18.65
3551,Punjab,Attock,Maize,1981,1098.360656,1761,140423,25.71
3552,Punjab,Attock,Maize,1982,1069.565217,1761,140423,24.36
3553,Punjab,Attock,Maize,1983,1114.035088,1761,140423,25.35
3554,Punjab,Attock,Maize,1984,1103.448276,1761,140423,21.69
3555,Punjab,Attock,Maize,1985,1015.873016,1761,140423,20.32
3556,Punjab,Attock,Maize,1986,1119.65812,1761,140423,18.01
3557,Punjab,Attock,Maize,1987,969.3877551,1761,140423,18.01
3558,Punjab,Attock,Maize,1988,1085.271318,1761,140423,27.5
3559,Punjab,Attock,Maize,1989,1085.9375,1761,140423,20.32
3560,Punjab,Attock,Maize,1990,1191.666667,1761,140423,26.82
3561,Punjab,Attock,Maize,1991,1087.248322,1761,140423,18.65
3562,Punjab,Attock,Maize,1992,1047.619048,1761,140423,25.71
3563,Punjab,Attock,Maize,1993,1032.432432,1761,140423,24.36
3564,Punjab,Attock,Maize,1994,1086.486486,1761,140423,25.35
3565,Punjab,Attock,Maize,1995,1111.111111,1761,140423,21.69
3566,Punjab,Attock,Maize,1996,1097.142857,1761,140423,20.32
3567,Punjab,Attock,Maize,1997,1093.023256,1761,140423,18.01
3568,Punjab,Attock,Maize,1998,1238.57868,1761,140423,18.01
3569,Punjab,Attock,Maize,1999,1093.596059,1761,140423,27.5
3570,Punjab,Attock,Maize,2000,1109.452736,1761,140423,20.32
3571,Punjab,Attock,Maize,2001,1119.047619,1761,140423,26.82
3572,Punjab,Attock,Maize,2002,1176.165803,1761,140423,18.65
3573,Punjab,Attock,Maize,2003,1125,1761,140423,25.71
3574,Punjab,Attock,Maize,2004,419.1616766,1761,140423,24.36
3575,Punjab,Attock,Maize,2005,876.4705882,1761,140423,25.35
3576,Punjab,Attock,Maize,2006,865.8536585,1761,140423,21.69
3577,Punjab,Attock,Maize,2007,1037.974684,1761,140423,20.32
3578,Punjab,Attock,Maize,2008,1042.168675,1761,140423,18.01
3579,Punjab,Bhakkar,Maize,1981,1000,1761,140423,18.01
3580,Punjab,Bhakkar,Maize,1982,1200,1761,140423,27.5
3581,Punjab,Bhakkar,Maize,1983,1166.666667,1761,140423,20.32
3582,Punjab,Bhakkar,Maize,1984,1000,1761,140423,26.82
3583,Punjab,Bhakkar,Maize,1985,1000,1761,140423,18.65
3584,Punjab,Bhakkar,Maize,1986,1000,1761,140423,25.71
3585,Punjab,Bhakkar,Maize,1987,1111.111111,1761,140423,24.36
3586,Punjab,Bhakkar,Maize,1988,1000,1761,140423,25.35
3587,Punjab,Bhakkar,Maize,1989,1142.857143,1761,140423,21.69
3588,Punjab,Bhakkar,Maize,1990,1125,1761,140423,20.32
3589,Punjab,Bhakkar,Maize,1991,1076.923077,1761,140423,18.01
3590,Punjab,Bhakkar,Maize,1992,1083.333333,1761,140423,18.01
3591,Punjab,Bhakkar,Maize,1993,1076.923077,1761,140423,27.5
3592,Punjab,Bhakkar,Maize,1994,1230.769231,1761,140423,20.32
3593,Punjab,Bhakkar,Maize,1995,1071.428571,1761,140423,26.82
3594,Punjab,Bhakkar,Maize,1996,1285.714286,1761,140423,18.65
3595,Punjab,Bhakkar,Maize,1997,1166.666667,1761,140423,25.71
3596,Punjab,Bhakkar,Maize,1998,1100,1761,140423,24.36
3597,Punjab,Bhakkar,Maize,1999,1250,1761,140423,25.35
3598,Punjab,Bhakkar,Maize,2000,1285.714286,1761,140423,21.69
3599,Punjab,Bhakkar,Maize,2001,1333.333333,1761,140423,20.32
3600,Punjab,Bhakkar,Maize,2002,1333.333333,1761,140423,18.01
3601,Punjab,Bhakkar,Maize,2003,1333.333333,1761,140423,18.01
3602,Punjab,Bhakkar,Maize,2004,1375,1761,140423,27.5
3603,Punjab,Bhakkar,Maize,2005,1200,1761,140423,20.32
3604,Punjab,Bhakkar,Maize,2006,1090.909091,1761,140423,26.82
3605,Punjab,Bhakkar,Maize,2007,900,1761,140423,18.65
3606,Punjab,Bhakkar,Maize,2008,916.6666667,1761,140423,25.71
3607,Punjab,Khushab,Maize,1981,1250,1761,140423,24.36
3608,Punjab,Khushab,Maize,1982,1238.095238,1761,140423,25.35
3609,Punjab,Khushab,Maize,1983,1190.47619,1761,140423,21.69
3610,Punjab,Khushab,Maize,1984,1291.666667,1761,140423,20.32
3611,Punjab,Khushab,Maize,1985,1250,1761,140423,18.01
3612,Punjab,Khushab,Maize,1986,1285.714286,1761,140423,18.01
3613,Punjab,Khushab,Maize,1987,1263.157895,1761,140423,27.5
3614,Punjab,Khushab,Maize,1988,1217.391304,1761,140423,20.32
3615,Punjab,Khushab,Maize,1989,1173.913043,1761,140423,26.82
3616,Punjab,Khushab,Maize,1990,1300,1761,140423,18.65
3617,Punjab,Khushab,Maize,1991,1294.117647,1761,140423,25.71
3618,Punjab,Khushab,Maize,1992,846.1538462,1761,140423,24.36
3619,Punjab,Khushab,Maize,1993,1052.631579,1761,140423,25.35
3620,Punjab,Khushab,Maize,1994,1166.666667,1761,140423,21.69
3621,Punjab,Khushab,Maize,1995,1181.818182,1761,140423,20.32
3622,Punjab,Khushab,Maize,1996,1250,1761,140423,18.01
3623,Punjab,Khushab,Maize,1997,1200,1761,140423,18.01
3624,Punjab,Khushab,Maize,1998,1333.333333,1761,140423,27.5
3625,Punjab,Khushab,Maize,1999,1428.571429,1761,140423,20.32
3626,Punjab,Khushab,Maize,2000,1428.571429,1761,140423,26.82
3627,Punjab,Khushab,Maize,2001,1181.818182,1761,140423,18.65
3628,Punjab,Khushab,Maize,2002,1300,1761,140423,25.71
3629,Punjab,Khushab,Maize,2003,1100,1761,140423,24.36
3630,Punjab,Khushab,Maize,2004,1181.818182,1761,140423,25.35
3631,Punjab,Khushab,Maize,2005,1181.818182,1761,151523,22.14
3632,Punjab,Khushab,Maize,2006,1250,1761,151523,20.96
3633,Punjab,Khushab,Maize,2007,1333.333333,1761,151523,18.67
3634,Punjab,Khushab,Maize,2008,4666.666667,1761,151523,18.67
3635,Punjab,Mianwali,Maize,1981,875,1761,151523,27.69
3636,Punjab,Mianwali,Maize,1982,1000,1761,151523,20.96
3637,Punjab,Mianwali,Maize,1983,1200,1761,151523,27.08
3638,Punjab,Mianwali,Maize,1984,1000,1761,151523,19.73
3639,Punjab,Mianwali,Maize,1985,1166.666667,1761,151523,26.08
3640,Punjab,Mianwali,Maize,1986,1166.666667,1761,151523,24.99
3641,Punjab,Mianwali,Maize,1987,1166.666667,1761,151523,25.59
3642,Punjab,Mianwali,Maize,1988,1000,1761,151523,22.14
3643,Punjab,Mianwali,Maize,1989,1200,1761,151523,20.96
3644,Punjab,Mianwali,Maize,1990,1200,1761,151523,18.67
3645,Punjab,Mianwali,Maize,1991,1200,1761,151523,18.67
3646,Punjab,Mianwali,Maize,1992,1200,1761,151523,27.69
3647,Punjab,Mianwali,Maize,1993,1000,1761,151523,20.96
3648,Punjab,Mianwali,Maize,1994,1200,1761,151523,27.08
3649,Punjab,Mianwali,Maize,1995,1000,1761,151523,19.73
3650,Punjab,Mianwali,Maize,1996,1200,1761,151523,26.08
3651,Punjab,Mianwali,Maize,1997,1250,1761,151523,24.99
3652,Punjab,Mianwali,Maize,1998,1666.666667,1761,151523,25.59
3653,Punjab,Mianwali,Maize,1999,1500,1761,151523,22.14
3654,Punjab,Mianwali,Maize,2000,1400,1761,151523,20.96
3655,Punjab,Mianwali,Maize,2001,1400,1761,151523,18.67
3656,Punjab,Mianwali,Maize,2002,1500,1761,151523,18.67
3657,Punjab,Mianwali,Maize,2003,1200,1761,151523,27.69
3658,Punjab,Mianwali,Maize,2004,1400,1761,151523,20.96
3659,Punjab,Mianwali,Maize,2005,1666.666667,1761,151523,27.08
3660,Punjab,Mianwali,Maize,2006,1333.333333,1761,151523,19.73
3661,Punjab,Mianwali,Maize,2007,1333.333333,1761,151523,26.08
3662,Punjab,Mianwali,Maize,2008,1166.666667,1761,151523,24.99
3663,Punjab,Rawalpindi,Maize,1981,723.2142857,1761,151523,25.59
3664,Punjab,Rawalpindi,Maize,1982,726.4957265,1761,151523,22.14
3665,Punjab,Rawalpindi,Maize,1983,878.6127168,1761,151523,20.96
3666,Punjab,Rawalpindi,Maize,1984,896.1748634,1761,151523,18.67
3667,Punjab,Rawalpindi,Maize,1985,826.446281,1761,151523,18.67
3668,Punjab,Rawalpindi,Maize,1986,870.3703704,1761,151523,27.69
3669,Punjab,Rawalpindi,Maize,1987,361.2565445,1761,151523,20.96
3670,Punjab,Rawalpindi,Maize,1988,788.1136951,1761,151523,27.08
3671,Punjab,Rawalpindi,Maize,1989,871.6707022,1761,151523,19.73
3672,Punjab,Rawalpindi,Maize,1990,873.4491315,1761,151523,26.08
3673,Punjab,Rawalpindi,Maize,1991,962.0853081,1761,151523,24.99
3674,Punjab,Rawalpindi,Maize,1992,859.7701149,1761,151523,25.59
3675,Punjab,Rawalpindi,Maize,1993,816.9642857,1761,151523,22.14
3676,Punjab,Rawalpindi,Maize,1994,894.6280992,1761,151523,20.96
3677,Punjab,Rawalpindi,Maize,1995,887.9120879,1761,151523,18.67
3678,Punjab,Rawalpindi,Maize,1996,954.8387097,1761,151523,18.67
3679,Punjab,Rawalpindi,Maize,1997,962.1848739,1761,151523,27.69
3680,Punjab,Rawalpindi,Maize,1998,1023.4375,1761,151523,20.96
3681,Punjab,Rawalpindi,Maize,1999,1003.831418,1761,151523,27.08
3682,Punjab,Rawalpindi,Maize,2000,1013.487476,1761,151523,19.73
3683,Punjab,Rawalpindi,Maize,2001,1029.469548,1761,151523,26.08
3684,Punjab,Rawalpindi,Maize,2002,1071.713147,1761,151523,24.99
3685,Punjab,Rawalpindi,Maize,2003,991.902834,1761,151523,25.59
3686,Punjab,Rawalpindi,Maize,2004,1040.899796,1761,151523,22.14
3687,Punjab,Rawalpindi,Maize,2005,1106.157113,1761,151523,20.96
3688,Punjab,Rawalpindi,Maize,2006,1083.673469,1761,151523,18.67
3689,Punjab,Rawalpindi,Maize,2007,1000,1761,151523,18.67
3690,Punjab,Rawalpindi,Maize,2008,892.9336188,1761,151523,27.69
3691,Punjab,Sargodha,Maize,1981,1382.978723,1761,151523,20.96
3692,Punjab,Sargodha,Maize,1982,1466.666667,1761,151523,27.08
3693,Punjab,Sargodha,Maize,1983,1378.151261,1761,151523,19.73
3694,Punjab,Sargodha,Maize,1984,1404.255319,1761,151523,26.08
3695,Punjab,Sargodha,Maize,1985,1290.748899,1761,151523,24.99
3696,Punjab,Sargodha,Maize,1986,1384.297521,1761,151523,25.59
3697,Punjab,Sargodha,Maize,1987,1428.030303,1761,151523,22.14
3698,Punjab,Sargodha,Maize,1988,1386.363636,1761,151523,20.96
3699,Punjab,Sargodha,Maize,1989,1380.952381,1761,151523,18.67
3700,Punjab,Sargodha,Maize,1990,1409.448819,1761,151523,18.67
3701,Punjab,Sargodha,Maize,1991,1519.53125,1761,151523,27.69
3702,Punjab,Sargodha,Maize,1992,921.2598425,1761,151523,20.96
3703,Punjab,Sargodha,Maize,1993,1106.837607,1761,151523,27.08
3704,Punjab,Sargodha,Maize,1994,1292.372881,1761,151523,19.73
3705,Punjab,Sargodha,Maize,1995,1288.702929,1761,151523,26.08
3706,Punjab,Sargodha,Maize,1996,1289.156627,1761,151523,24.99
3707,Punjab,Sargodha,Maize,1997,1065.57377,1761,151523,25.59
3708,Punjab,Sargodha,Maize,1998,1330.508475,1761,151523,22.14
3709,Punjab,Sargodha,Maize,1999,1659.663866,1761,151523,20.96
3710,Punjab,Sargodha,Maize,2000,1662.601626,1761,151523,18.67
3711,Punjab,Sargodha,Maize,2001,1392.405063,1761,151523,18.67
3712,Punjab,Sargodha,Maize,2002,1481.927711,1761,151523,27.69
3713,Punjab,Sargodha,Maize,2003,1492.307692,1761,151523,20.96
3714,Punjab,Sargodha,Maize,2004,1492.248062,1761,151523,27.08
3715,Punjab,Sargodha,Maize,2005,1492.647059,1761,151523,19.73
3716,Punjab,Sargodha,Maize,2006,2769.230769,1761,151523,26.08
3717,Punjab,Sargodha,Maize,2007,3015.384615,1761,151523,24.99
3718,Punjab,Sargodha,Maize,2008,3050.19305,1761,151523,25.59
3719,Punjab,Faisalabad,Maize,1981,1384.269663,1761,151523,22.14
3720,Punjab,Faisalabad,Maize,1982,1569.264069,1761,151523,20.96
3721,Punjab,Faisalabad,Maize,1983,1567.073171,1761,151523,18.67
3722,Punjab,Faisalabad,Maize,1984,1614.583333,1761,151523,18.67
3723,Punjab,Faisalabad,Maize,1985,1405.579399,1761,151523,27.69
3724,Punjab,Faisalabad,Maize,1986,1519.455253,1761,151523,20.96
3725,Punjab,Faisalabad,Maize,1987,1474.835886,1761,151523,27.08
3726,Punjab,Faisalabad,Maize,1988,1523.232323,1761,151523,19.73
3727,Punjab,Faisalabad,Maize,1989,1542.914172,1761,151523,26.08
3728,Punjab,Faisalabad,Maize,1990,1522.421525,1761,151523,24.99
3729,Punjab,Faisalabad,Maize,1991,1519.083969,1761,151523,25.59
3730,Punjab,Faisalabad,Maize,1992,1479.591837,1761,145552,22.5
3731,Punjab,Faisalabad,Maize,1993,1524.361949,1761,145552,21.3
3732,Punjab,Faisalabad,Maize,1994,1522.058824,1761,145552,19.09
3733,Punjab,Faisalabad,Maize,1995,1520.833333,1761,145552,19.09
3734,Punjab,Faisalabad,Maize,1996,1569.321534,1761,145552,27.85
3735,Punjab,Faisalabad,Maize,1997,1343.042071,1761,145552,21.3
3736,Punjab,Faisalabad,Maize,1998,1611.842105,1761,145552,27.27
3737,Punjab,Faisalabad,Maize,1999,1945.16129,1761,145552,19.49
3738,Punjab,Faisalabad,Maize,2000,1933.993399,1761,145552,26.01
3739,Punjab,Faisalabad,Maize,2001,2000,1761,145552,25.18
3740,Punjab,Faisalabad,Maize,2002,2232.824427,1761,145552,25.56
3741,Punjab,Faisalabad,Maize,2003,2313.00813,1761,145552,22.5
3742,Punjab,Faisalabad,Maize,2004,2934.108527,1761,145552,21.3
3743,Punjab,Faisalabad,Maize,2005,4115.942029,1761,145552,19.09
3744,Punjab,Faisalabad,Maize,2006,4026.415094,1761,145552,19.09
3745,Punjab,Faisalabad,Maize,2007,5355.46875,1761,145552,27.85
3746,Punjab,Faisalabad,Maize,2008,4675.373134,1761,145552,21.3
3747,Punjab,Gujranwala,Maize,1981,1283.018868,1761,145552,27.27
3748,Punjab,Gujranwala,Maize,1982,1226.415094,1761,145552,19.49
3749,Punjab,Gujranwala,Maize,1983,1250,1761,145552,26.01
3750,Punjab,Gujranwala,Maize,1984,1258.064516,1761,145552,25.18
3751,Punjab,Gujranwala,Maize,1985,1145.16129,1761,145552,25.56
3752,Punjab,Gujranwala,Maize,1986,1196.428571,1761,145552,22.5
3753,Punjab,Gujranwala,Maize,1987,1188.405797,1761,145552,21.3
3754,Punjab,Gujranwala,Maize,1988,1238.095238,1761,145552,19.09
3755,Punjab,Gujranwala,Maize,1989,1188.679245,1761,145552,19.09
3756,Punjab,Gujranwala,Maize,1990,1204.081633,1761,145552,27.85
3757,Punjab,Gujranwala,Maize,1991,1227.272727,1761,145552,21.3
3758,Punjab,Gujranwala,Maize,1992,1188.679245,1761,145552,27.27
3759,Punjab,Gujranwala,Maize,1993,1193.548387,1761,145552,19.49
3760,Punjab,Gujranwala,Maize,1994,1192.307692,1761,145552,26.01
3761,Punjab,Gujranwala,Maize,1995,1153.846154,1761,145552,25.18
3762,Punjab,Gujranwala,Maize,1996,1181.818182,1761,145552,25.56
3763,Punjab,Gujranwala,Maize,1997,1200,1761,145552,22.5
